Number of Trucks: 1000
Number of Stations: 2



Print Station Results
Station 1 unload count: 17032	Station 1 unload percentage: 98.49%
Truck 841 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 842 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 843 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 844 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 845 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 846 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 847 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 848 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 849 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 850 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 851 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 852 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 853 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 854 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 855 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 856 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 857 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 858 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 859 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 860 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 861 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 862 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 863 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 864 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 865 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 866 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 867 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 868 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 869 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 870 results ---> Unload Count: 14	Unload Percentage: 0.08%
Truck 871 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 872 results ---> Unload Count: 15	Unload Percentage: 0.09%
Truck 873 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 874 results ---> Unload Count: 20	Unload Percentage: 0.12%
Truck 875 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 876 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 877 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 878 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 879 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 880 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 881 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 882 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 883 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 884 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 885 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 886 results ---> Unload Count: 15	Unload Percentage: 0.09%
Truck 887 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 888 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 889 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 890 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 891 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 892 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 893 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 894 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 895 results ---> Unload Count: 21	Unload Percentage: 0.12%
Truck 896 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 897 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 898 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 899 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 900 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 901 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 902 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 903 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 904 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 905 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 906 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 907 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 908 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 909 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 910 results ---> Unload Count: 15	Unload Percentage: 0.09%
Truck 911 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 912 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 913 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 914 results ---> Unload Count: 15	Unload Percentage: 0.09%
Truck 915 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 916 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 917 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 918 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 919 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 920 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 921 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 922 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 923 results ---> Unload Count: 20	Unload Percentage: 0.12%
Truck 924 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 925 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 926 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 927 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 928 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 929 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 930 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 931 results ---> Unload Count: 15	Unload Percentage: 0.09%
Truck 932 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 933 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 934 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 935 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 936 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 937 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 938 results ---> Unload Count: 14	Unload Percentage: 0.08%
Truck 939 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 940 results ---> Unload Count: 20	Unload Percentage: 0.12%
Truck 941 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 942 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 943 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 944 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 945 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 946 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 947 results ---> Unload Count: 21	Unload Percentage: 0.12%
Truck 948 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 949 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 950 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 951 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 952 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 953 results ---> Unload Count: 20	Unload Percentage: 0.12%
Truck 954 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 955 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 956 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 957 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 958 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 959 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 960 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 961 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 962 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 963 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 964 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 965 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 966 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 967 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 968 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 969 results ---> Unload Count: 20	Unload Percentage: 0.12%
Truck 970 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 971 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 972 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 973 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 974 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 975 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 976 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 977 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 978 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 979 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 980 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 981 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 982 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 983 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 984 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 985 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 986 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 987 results ---> Unload Count: 20	Unload Percentage: 0.12%
Truck 988 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 989 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 990 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 991 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 992 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 993 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 994 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 995 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 996 results ---> Unload Count: 17	Unload Percentage: 0.1%
Truck 997 results ---> Unload Count: 18	Unload Percentage: 0.1%
Truck 998 results ---> Unload Count: 19	Unload Percentage: 0.11%
Truck 999 results ---> Unload Count: 16	Unload Percentage: 0.09%
Truck 1000 results ---> Unload Count: 17	Unload Percentage: 0.1%
Best Performing Truck: Truck 101 with 21 unloads
Worst Performing Truck: Truck 349 with 14 unloads
